Segment_Combination,gender,device_type,ad_position,browsing_history,time_of_day,Impressions,Clicks,Conversions,Spend,Revenue,CTR_Percent,CVR_Percent,ROAS,CPA,LTV,Profit,ROI_Percent
Mobile | News | Top | Unknown | Female,Female,Mobile,Top,News,Unknown,1,1,1,2.0,40,100.0,100.0,20.0,2.0,40.0,38.0,1900.0
Unknown | Social Media | Top | Unknown | Female,Female,Unknown,Top,Social Media,Unknown,1,0,0,2.0,0,0.0,0.0,0.0,0.0,0.0,-2.0,-100.0
Mobile | News | Side | Night | Male,Male,Mobile,Side,News,Night,1,0,0,2.0,0,0.0,0.0,0.0,0.0,0.0,-2.0,-100.0
Mobile | News | Side | Night | Non-Binary,Non-Binary,Mobile,Side,News,Night,1,0,0,2.0,0,0.0,0.0,0.0,0.0,0.0,-2.0,-100.0
Mobile | News | Side | Evening | Male,Male,Mobile,Side,News,Evening,1,0,0,2.0,0,0.0,0.0,0.0,0.0,0.0,-2.0,-100.0
Mobile | News | Side | Evening | Female,Female,Mobile,Side,News,Evening,1,0,0,2.0,0,0.0,0.0,0.0,0.0,0.0,-2.0,-100.0
Mobile | News | Side | Morning | Male,Male,Mobile,Side,News,Morning,2,0,0,4.0,0,0.0,0.0,0.0,0.0,0.0,-4.0,-100.0
Unknown | Education | Side | Unknown | Non-Binary,Non-Binary,Unknown,Side,Education,Unknown,1,0,0,2.0,0,0.0,0.0,0.0,0.0,0.0,-2.0,-100.0
Unknown | Education | Side | Night | Unknown,Unknown,Unknown,Side,Education,Night,1,0,0,2.0,0,0.0,0.0,0.0,0.0,0.0,-2.0,-100.0
Unknown | Education | Side | Evening | Male,Male,Unknown,Side,Education,Evening,2,0,0,4.0,0,0.0,0.0,0.0,0.0,0.0,-4.0,-100.0
Unknown | Entertainment | Top | Evening | Non-Binary,Non-Binary,Unknown,Top,Entertainment,Evening,2,0,0,4.0,0,0.0,0.0,0.0,0.0,0.0,-4.0,-100.0
Mobile | News | Top | Night | Male,Male,Mobile,Top,News,Night,1,0,0,2.0,0,0.0,0.0,0.0,0.0,0.0,-2.0,-100.0
Mobile | News | Top | Night | Non-Binary,Non-Binary,Mobile,Top,News,Night,2,0,0,4.0,0,0.0,0.0,0.0,0.0,0.0,-4.0,-100.0
Mobile | News | Top | Night | Female,Female,Mobile,Top,News,Night,2,0,0,4.0,0,0.0,0.0,0.0,0.0,0.0,-4.0,-100.0
Mobile | News | Top | Evening | Non-Binary,Non-Binary,Mobile,Top,News,Evening,2,0,0,4.0,0,0.0,0.0,0.0,0.0,0.0,-4.0,-100.0
Mobile | News | Top | Evening | Female,Female,Mobile,Top,News,Evening,3,0,0,6.0,0,0.0,0.0,0.0,0.0,0.0,-6.0,-100.0
Mobile | News | Top | Morning | Female,Female,Mobile,Top,News,Morning,1,0,0,2.0,0,0.0,0.0,0.0,0.0,0.0,-2.0,-100.0
Unknown | Education | Unknown | Night | Female,Female,Unknown,Unknown,Education,Night,1,0,0,2.0,0,0.0,0.0,0.0,0.0,0.0,-2.0,-100.0
Mobile | News | Side | Unknown | Male,Male,Mobile,Side,News,Unknown,1,0,0,2.0,0,0.0,0.0,0.0,0.0,0.0,-2.0,-100.0
Mobile | Entertainment | Side | Night | Male,Male,Mobile,Side,Entertainment,Night,2,0,0,4.0,0,0.0,0.0,0.0,0.0,0.0,-4.0,-100.0
Mobile | Entertainment | Side | Night | Female,Female,Mobile,Side,Entertainment,Night,2,0,0,4.0,0,0.0,0.0,0.0,0.0,0.0,-4.0,-100.0
Mobile | Entertainment | Side | Evening | Male,Male,Mobile,Side,Entertainment,Evening,1,0,0,2.0,0,0.0,0.0,0.0,0.0,0.0,-2.0,-100.0
Mobile | Entertainment | Side | Morning | Male,Male,Mobile,Side,Entertainment,Morning,1,0,0,2.0,0,0.0,0.0,0.0,0.0,0.0,-2.0,-100.0
Mobile | Entertainment | Side | Morning | Non-Binary,Non-Binary,Mobile,Side,Entertainment,Morning,2,0,0,4.0,0,0.0,0.0,0.0,0.0,0.0,-4.0,-100.0
Unknown | News | Unknown | Night | Non-Binary,Non-Binary,Unknown,Unknown,News,Night,1,0,0,2.0,0,0.0,0.0,0.0,0.0,0.0,-2.0,-100.0
Unknown | News | Unknown | Evening | Male,Male,Unknown,Unknown,News,Evening,1,0,0,2.0,0,0.0,0.0,0.0,0.0,0.0,-2.0,-100.0
Unknown | News | Bottom | Afternoon | Female,Female,Unknown,Bottom,News,Afternoon,1,0,0,2.0,0,0.0,0.0,0.0,0.0,0.0,-2.0,-100.0
Mobile | Entertainment | Top | Unknown | Non-Binary,Non-Binary,Mobile,Top,Entertainment,Unknown,1,0,0,2.0,0,0.0,0.0,0.0,0.0,0.0,-2.0,-100.0
Mobile | Entertainment | Top | Night | Non-Binary,Non-Binary,Mobile,Top,Entertainment,Night,1,0,0,2.0,0,0.0,0.0,0.0,0.0,0.0,-2.0,-100.0
Mobile | Entertainment | Top | Morning | Male,Male,Mobile,Top,Entertainment,Morning,1,0,0,2.0,0,0.0,0.0,0.0,0.0,0.0,-2.0,-100.0
Mobile | Entertainment | Top | Morning | Female,Female,Mobile,Top,Entertainment,Morning,1,0,0,2.0,0,0.0,0.0,0.0,0.0,0.0,-2.0,-100.0
Mobile | News | Bottom | Morning | Male,Male,Mobile,Bottom,News,Morning,1,0,0,2.0,0,0.0,0.0,0.0,0.0,0.0,-2.0,-100.0
Mobile | News | Bottom | Morning | Female,Female,Mobile,Bottom,News,Morning,1,0,0,2.0,0,0.0,0.0,0.0,0.0,0.0,-2.0,-100.0
Unknown | Education | Side | Evening | Female,Female,Unknown,Side,Education,Evening,3,0,0,6.0,0,0.0,0.0,0.0,0.0,0.0,-6.0,-100.0
Unknown | Education | Side | Morning | Non-Binary,Non-Binary,Unknown,Side,Education,Morning,2,0,0,4.0,0,0.0,0.0,0.0,0.0,0.0,-4.0,-100.0
Unknown | Education | Unknown | Afternoon | Non-Binary,Non-Binary,Unknown,Unknown,Education,Afternoon,1,0,0,2.0,0,0.0,0.0,0.0,0.0,0.0,-2.0,-100.0
Mobile | News | Unknown | Night | Male,Male,Mobile,Unknown,News,Night,1,0,0,2.0,0,0.0,0.0,0.0,0.0,0.0,-2.0,-100.0
Unknown | Education | Top | Night | Unknown,Unknown,Unknown,Top,Education,Night,1,0,0,2.0,0,0.0,0.0,0.0,0.0,0.0,-2.0,-100.0
Unknown | Education | Top | Night | Male,Male,Unknown,Top,Education,Night,1,0,0,2.0,0,0.0,0.0,0.0,0.0,0.0,-2.0,-100.0
Unknown | Education | Top | Night | Non-Binary,Non-Binary,Unknown,Top,Education,Night,1,0,0,2.0,0,0.0,0.0,0.0,0.0,0.0,-2.0,-100.0
Unknown | Education | Top | Evening | Male,Male,Unknown,Top,Education,Evening,1,0,0,2.0,0,0.0,0.0,0.0,0.0,0.0,-2.0,-100.0
Tablet | Shopping | Top | Evening | Non-Binary,Non-Binary,Tablet,Top,Shopping,Evening,1,0,0,2.0,0,0.0,0.0,0.0,0.0,0.0,-2.0,-100.0
Unknown | Education | Top | Afternoon | Male,Male,Unknown,Top,Education,Afternoon,1,0,0,2.0,0,0.0,0.0,0.0,0.0,0.0,-2.0,-100.0
Unknown | Education | Top | Unknown | Male,Male,Unknown,Top,Education,Unknown,1,0,0,2.0,0,0.0,0.0,0.0,0.0,0.0,-2.0,-100.0
Unknown | Education | Top | Unknown | Non-Binary,Non-Binary,Unknown,Top,Education,Unknown,2,0,0,4.0,0,0.0,0.0,0.0,0.0,0.0,-4.0,-100.0
Unknown | Education | Top | Evening | Non-Binary,Non-Binary,Unknown,Top,Education,Evening,2,0,0,4.0,0,0.0,0.0,0.0,0.0,0.0,-4.0,-100.0
Unknown | Education | Top | Morning | Male,Male,Unknown,Top,Education,Morning,1,0,0,2.0,0,0.0,0.0,0.0,0.0,0.0,-2.0,-100.0
Unknown | Education | Side | Afternoon | Unknown,Unknown,Unknown,Side,Education,Afternoon,1,0,0,2.0,0,0.0,0.0,0.0,0.0,0.0,-2.0,-100.0
Unknown | Education | Side | Afternoon | Female,Female,Unknown,Side,Education,Afternoon,2,0,0,4.0,0,0.0,0.0,0.0,0.0,0.0,-4.0,-100.0
Mobile | News | Bottom | Afternoon | Female,Female,Mobile,Bottom,News,Afternoon,2,0,0,4.0,0,0.0,0.0,0.0,0.0,0.0,-4.0,-100.0
Mobile | News | Bottom | Night | Male,Male,Mobile,Bottom,News,Night,3,0,0,6.0,0,0.0,0.0,0.0,0.0,0.0,-6.0,-100.0
Mobile | News | Bottom | Evening | Unknown,Unknown,Mobile,Bottom,News,Evening,3,0,0,6.0,0,0.0,0.0,0.0,0.0,0.0,-6.0,-100.0
Mobile | News | Bottom | Evening | Male,Male,Mobile,Bottom,News,Evening,1,0,0,2.0,0,0.0,0.0,0.0,0.0,0.0,-2.0,-100.0
Mobile | News | Bottom | Evening | Non-Binary,Non-Binary,Mobile,Bottom,News,Evening,1,0,0,2.0,0,0.0,0.0,0.0,0.0,0.0,-2.0,-100.0
Mobile | News | Bottom | Morning | Unknown,Unknown,Mobile,Bottom,News,Morning,1,0,0,2.0,0,0.0,0.0,0.0,0.0,0.0,-2.0,-100.0
Tablet | Shopping | Side | Unknown | Female,Female,Tablet,Side,Shopping,Unknown,1,0,0,2.0,0,0.0,0.0,0.0,0.0,0.0,-2.0,-100.0
Tablet | Shopping | Side | Night | Unknown,Unknown,Tablet,Side,Shopping,Night,3,0,0,6.0,0,0.0,0.0,0.0,0.0,0.0,-6.0,-100.0
Tablet | Shopping | Side | Night | Male,Male,Tablet,Side,Shopping,Night,3,0,0,6.0,0,0.0,0.0,0.0,0.0,0.0,-6.0,-100.0
Tablet | Shopping | Side | Night | Non-Binary,Non-Binary,Tablet,Side,Shopping,Night,1,0,0,2.0,0,0.0,0.0,0.0,0.0,0.0,-2.0,-100.0
Tablet | Shopping | Side | Night | Female,Female,Tablet,Side,Shopping,Night,2,0,0,4.0,0,0.0,0.0,0.0,0.0,0.0,-4.0,-100.0
Tablet | Shopping | Side | Evening | Unknown,Unknown,Tablet,Side,Shopping,Evening,3,0,0,6.0,0,0.0,0.0,0.0,0.0,0.0,-6.0,-100.0
Tablet | Shopping | Side | Evening | Non-Binary,Non-Binary,Tablet,Side,Shopping,Evening,1,0,0,2.0,0,0.0,0.0,0.0,0.0,0.0,-2.0,-100.0
Tablet | Shopping | Side | Evening | Female,Female,Tablet,Side,Shopping,Evening,2,0,0,4.0,0,0.0,0.0,0.0,0.0,0.0,-4.0,-100.0
Tablet | Shopping | Side | Morning | Unknown,Unknown,Tablet,Side,Shopping,Morning,3,0,0,6.0,0,0.0,0.0,0.0,0.0,0.0,-6.0,-100.0
Unknown | Unknown | Side | Morning | Female,Female,Unknown,Side,Unknown,Morning,7,0,0,14.0,0,0.0,0.0,0.0,0.0,0.0,-14.0,-100.0
Tablet | Shopping | Top | Afternoon | Female,Female,Tablet,Top,Shopping,Afternoon,2,0,0,4.0,0,0.0,0.0,0.0,0.0,0.0,-4.0,-100.0
Tablet | Shopping | Top | Unknown | Unknown,Unknown,Tablet,Top,Shopping,Unknown,3,0,0,6.0,0,0.0,0.0,0.0,0.0,0.0,-6.0,-100.0
Tablet | Shopping | Top | Night | Male,Male,Tablet,Top,Shopping,Night,3,0,0,6.0,0,0.0,0.0,0.0,0.0,0.0,-6.0,-100.0
Tablet | Shopping | Top | Night | Female,Female,Tablet,Top,Shopping,Night,2,0,0,4.0,0,0.0,0.0,0.0,0.0,0.0,-4.0,-100.0
Tablet | Shopping | Top | Evening | Male,Male,Tablet,Top,Shopping,Evening,3,0,0,6.0,0,0.0,0.0,0.0,0.0,0.0,-6.0,-100.0
Tablet | Shopping | Top | Morning | Non-Binary,Non-Binary,Tablet,Top,Shopping,Morning,1,0,0,2.0,0,0.0,0.0,0.0,0.0,0.0,-2.0,-100.0
Tablet | Shopping | Side | Afternoon | Female,Female,Tablet,Side,Shopping,Afternoon,2,0,0,4.0,0,0.0,0.0,0.0,0.0,0.0,-4.0,-100.0
Mobile | Entertainment | Side | Afternoon | Male,Male,Mobile,Side,Entertainment,Afternoon,2,0,0,4.0,0,0.0,0.0,0.0,0.0,0.0,-4.0,-100.0
Mobile | Entertainment | Side | Afternoon | Female,Female,Mobile,Side,Entertainment,Afternoon,2,0,0,4.0,0,0.0,0.0,0.0,0.0,0.0,-4.0,-100.0
Unknown | News | Bottom | Night | Male,Male,Unknown,Bottom,News,Night,1,0,0,2.0,0,0.0,0.0,0.0,0.0,0.0,-2.0,-100.0
Unknown | News | Bottom | Night | Female,Female,Unknown,Bottom,News,Night,3,0,0,6.0,0,0.0,0.0,0.0,0.0,0.0,-6.0,-100.0
Unknown | News | Bottom | Evening | Non-Binary,Non-Binary,Unknown,Bottom,News,Evening,1,0,0,2.0,0,0.0,0.0,0.0,0.0,0.0,-2.0,-100.0
Mobile | Shopping | Top | Afternoon | Unknown,Unknown,Mobile,Top,Shopping,Afternoon,2,0,0,4.0,0,0.0,0.0,0.0,0.0,0.0,-4.0,-100.0
Mobile | Shopping | Side | Evening | Male,Male,Mobile,Side,Shopping,Evening,1,0,0,2.0,0,0.0,0.0,0.0,0.0,0.0,-2.0,-100.0
Mobile | Shopping | Side | Evening | Female,Female,Mobile,Side,Shopping,Evening,2,0,0,4.0,0,0.0,0.0,0.0,0.0,0.0,-4.0,-100.0
Tablet | Shopping | Bottom | Afternoon | Male,Male,Tablet,Bottom,Shopping,Afternoon,1,0,0,2.0,0,0.0,0.0,0.0,0.0,0.0,-2.0,-100.0
Tablet | Shopping | Bottom | Unknown | Non-Binary,Non-Binary,Tablet,Bottom,Shopping,Unknown,1,0,0,2.0,0,0.0,0.0,0.0,0.0,0.0,-2.0,-100.0
Tablet | Shopping | Bottom | Night | Non-Binary,Non-Binary,Tablet,Bottom,Shopping,Night,1,0,0,2.0,0,0.0,0.0,0.0,0.0,0.0,-2.0,-100.0
Tablet | Shopping | Bottom | Morning | Unknown,Unknown,Tablet,Bottom,Shopping,Morning,2,0,0,4.0,0,0.0,0.0,0.0,0.0,0.0,-4.0,-100.0
Unknown | Shopping | Unknown | Unknown | Female,Female,Unknown,Unknown,Shopping,Unknown,2,0,0,4.0,0,0.0,0.0,0.0,0.0,0.0,-4.0,-100.0
Unknown | Shopping | Unknown | Night | Unknown,Unknown,Unknown,Unknown,Shopping,Night,1,0,0,2.0,0,0.0,0.0,0.0,0.0,0.0,-2.0,-100.0
Unknown | Shopping | Unknown | Evening | Unknown,Unknown,Unknown,Unknown,Shopping,Evening,3,0,0,6.0,0,0.0,0.0,0.0,0.0,0.0,-6.0,-100.0
Tablet | Shopping | Side | Morning | Male,Male,Tablet,Side,Shopping,Morning,4,0,0,8.0,0,0.0,0.0,0.0,0.0,0.0,-8.0,-100.0
Tablet | Shopping | Side | Morning | Female,Female,Tablet,Side,Shopping,Morning,1,0,0,2.0,0,0.0,0.0,0.0,0.0,0.0,-2.0,-100.0
Tablet | Shopping | Unknown | Unknown | Female,Female,Tablet,Unknown,Shopping,Unknown,1,0,0,2.0,0,0.0,0.0,0.0,0.0,0.0,-2.0,-100.0
Tablet | Shopping | Unknown | Night | Male,Male,Tablet,Unknown,Shopping,Night,1,0,0,2.0,0,0.0,0.0,0.0,0.0,0.0,-2.0,-100.0
Tablet | Shopping | Unknown | Night | Non-Binary,Non-Binary,Tablet,Unknown,Shopping,Night,1,0,0,2.0,0,0.0,0.0,0.0,0.0,0.0,-2.0,-100.0
Tablet | Shopping | Unknown | Evening | Non-Binary,Non-Binary,Tablet,Unknown,Shopping,Evening,1,0,0,2.0,0,0.0,0.0,0.0,0.0,0.0,-2.0,-100.0
Mobile | Shopping | Unknown | Unknown | Unknown,Unknown,Mobile,Unknown,Shopping,Unknown,3,0,0,6.0,0,0.0,0.0,0.0,0.0,0.0,-6.0,-100.0
Mobile | Education | Bottom | Night | Male,Male,Mobile,Bottom,Education,Night,1,0,0,2.0,0,0.0,0.0,0.0,0.0,0.0,-2.0,-100.0
Mobile | Education | Bottom | Night | Non-Binary,Non-Binary,Mobile,Bottom,Education,Night,2,0,0,4.0,0,0.0,0.0,0.0,0.0,0.0,-4.0,-100.0
Mobile | Shopping | Top | Night | Unknown,Unknown,Mobile,Top,Shopping,Night,1,0,0,2.0,0,0.0,0.0,0.0,0.0,0.0,-2.0,-100.0
Mobile | Shopping | Top | Night | Non-Binary,Non-Binary,Mobile,Top,Shopping,Night,1,0,0,2.0,0,0.0,0.0,0.0,0.0,0.0,-2.0,-100.0
Mobile | Shopping | Top | Night | Female,Female,Mobile,Top,Shopping,Night,2,0,0,4.0,0,0.0,0.0,0.0,0.0,0.0,-4.0,-100.0
Mobile | Shopping | Side | Afternoon | Female,Female,Mobile,Side,Shopping,Afternoon,2,0,0,4.0,0,0.0,0.0,0.0,0.0,0.0,-4.0,-100.0
Mobile | Shopping | Side | Unknown | Female,Female,Mobile,Side,Shopping,Unknown,1,0,0,2.0,0,0.0,0.0,0.0,0.0,0.0,-2.0,-100.0
Desktop | News | Bottom | Evening | Male,Male,Desktop,Bottom,News,Evening,1,0,0,2.0,0,0.0,0.0,0.0,0.0,0.0,-2.0,-100.0
Unknown | Shopping | Unknown | Morning | Female,Female,Unknown,Unknown,Shopping,Morning,1,0,0,2.0,0,0.0,0.0,0.0,0.0,0.0,-2.0,-100.0
Unknown | Shopping | Bottom | Afternoon | Male,Male,Unknown,Bottom,Shopping,Afternoon,1,0,0,2.0,0,0.0,0.0,0.0,0.0,0.0,-2.0,-100.0
Unknown | Shopping | Side | Evening | Female,Female,Unknown,Side,Shopping,Evening,1,0,0,2.0,0,0.0,0.0,0.0,0.0,0.0,-2.0,-100.0
Unknown | Shopping | Unknown | Afternoon | Male,Male,Unknown,Unknown,Shopping,Afternoon,1,0,0,2.0,0,0.0,0.0,0.0,0.0,0.0,-2.0,-100.0
Tablet | Unknown | Top | Afternoon | Female,Female,Tablet,Top,Unknown,Afternoon,3,0,0,6.0,0,0.0,0.0,0.0,0.0,0.0,-6.0,-100.0
Tablet | Unknown | Top | Night | Male,Male,Tablet,Top,Unknown,Night,2,0,0,4.0,0,0.0,0.0,0.0,0.0,0.0,-4.0,-100.0
Unknown | Shopping | Top | Night | Female,Female,Unknown,Top,Shopping,Night,1,0,0,2.0,0,0.0,0.0,0.0,0.0,0.0,-2.0,-100.0
Unknown | Shopping | Top | Evening | Male,Male,Unknown,Top,Shopping,Evening,1,0,0,2.0,0,0.0,0.0,0.0,0.0,0.0,-2.0,-100.0
Desktop | News | Unknown | Evening | Non-Binary,Non-Binary,Desktop,Unknown,News,Evening,1,0,0,2.0,0,0.0,0.0,0.0,0.0,0.0,-2.0,-100.0
Desktop | News | Unknown | Morning | Female,Female,Desktop,Unknown,News,Morning,3,0,0,6.0,0,0.0,0.0,0.0,0.0,0.0,-6.0,-100.0
Desktop | News | Bottom | Afternoon | Male,Male,Desktop,Bottom,News,Afternoon,1,0,0,2.0,0,0.0,0.0,0.0,0.0,0.0,-2.0,-100.0
Desktop | News | Bottom | Afternoon | Female,Female,Desktop,Bottom,News,Afternoon,2,0,0,4.0,0,0.0,0.0,0.0,0.0,0.0,-4.0,-100.0
Desktop | News | Bottom | Unknown | Male,Male,Desktop,Bottom,News,Unknown,1,0,0,2.0,0,0.0,0.0,0.0,0.0,0.0,-2.0,-100.0
Unknown | Shopping | Top | Evening | Non-Binary,Non-Binary,Unknown,Top,Shopping,Evening,3,0,0,6.0,0,0.0,0.0,0.0,0.0,0.0,-6.0,-100.0
Unknown | Shopping | Top | Morning | Non-Binary,Non-Binary,Unknown,Top,Shopping,Morning,1,0,0,2.0,0,0.0,0.0,0.0,0.0,0.0,-2.0,-100.0
Unknown | News | Bottom | Evening | Female,Female,Unknown,Bottom,News,Evening,1,0,0,2.0,0,0.0,0.0,0.0,0.0,0.0,-2.0,-100.0
Desktop | News | Bottom | Night | Non-Binary,Non-Binary,Desktop,Bottom,News,Night,4,0,0,8.0,0,0.0,0.0,0.0,0.0,0.0,-8.0,-100.0
Desktop | News | Bottom | Night | Female,Female,Desktop,Bottom,News,Night,3,0,0,6.0,0,0.0,0.0,0.0,0.0,0.0,-6.0,-100.0
Desktop | News | Side | Evening | Non-Binary,Non-Binary,Desktop,Side,News,Evening,3,0,0,6.0,0,0.0,0.0,0.0,0.0,0.0,-6.0,-100.0
Desktop | News | Side | Evening | Female,Female,Desktop,Side,News,Evening,3,0,0,6.0,0,0.0,0.0,0.0,0.0,0.0,-6.0,-100.0
Desktop | Shopping | Side | Afternoon | Non-Binary,Non-Binary,Desktop,Side,Shopping,Afternoon,3,0,0,6.0,0,0.0,0.0,0.0,0.0,0.0,-6.0,-100.0
Tablet | News | Top | Evening | Non-Binary,Non-Binary,Tablet,Top,News,Evening,1,0,0,2.0,0,0.0,0.0,0.0,0.0,0.0,-2.0,-100.0
Desktop | News | Top | Night | Non-Binary,Non-Binary,Desktop,Top,News,Night,1,0,0,2.0,0,0.0,0.0,0.0,0.0,0.0,-2.0,-100.0
Desktop | News | Top | Night | Female,Female,Desktop,Top,News,Night,3,0,0,6.0,0,0.0,0.0,0.0,0.0,0.0,-6.0,-100.0
Desktop | News | Top | Evening | Male,Male,Desktop,Top,News,Evening,1,0,0,2.0,0,0.0,0.0,0.0,0.0,0.0,-2.0,-100.0
Desktop | News | Top | Evening | Female,Female,Desktop,Top,News,Evening,1,0,0,2.0,0,0.0,0.0,0.0,0.0,0.0,-2.0,-100.0
Desktop | News | Top | Morning | Unknown,Unknown,Desktop,Top,News,Morning,8,0,0,16.0,0,0.0,0.0,0.0,0.0,0.0,-16.0,-100.0
Desktop | News | Top | Morning | Male,Male,Desktop,Top,News,Morning,2,0,0,4.0,0,0.0,0.0,0.0,0.0,0.0,-4.0,-100.0
Desktop | News | Top | Morning | Non-Binary,Non-Binary,Desktop,Top,News,Morning,1,0,0,2.0,0,0.0,0.0,0.0,0.0,0.0,-2.0,-100.0
Unknown | Shopping | Top | Night | Male,Male,Unknown,Top,Shopping,Night,1,0,0,2.0,0,0.0,0.0,0.0,0.0,0.0,-2.0,-100.0
Tablet | Unknown | Side | Evening | Female,Female,Tablet,Side,Unknown,Evening,2,0,0,4.0,0,0.0,0.0,0.0,0.0,0.0,-4.0,-100.0
Mobile | Unknown | Side | Evening | Male,Male,Mobile,Side,Unknown,Evening,8,0,0,16.0,0,0.0,0.0,0.0,0.0,0.0,-16.0,-100.0
Desktop | Shopping | Top | Evening | Female,Female,Desktop,Top,Shopping,Evening,1,0,0,2.0,0,0.0,0.0,0.0,0.0,0.0,-2.0,-100.0
Desktop | News | Unknown | Night | Female,Female,Desktop,Unknown,News,Night,1,0,0,2.0,0,0.0,0.0,0.0,0.0,0.0,-2.0,-100.0
Mobile | Education | Side | Morning | Male,Male,Mobile,Side,Education,Morning,1,0,0,2.0,0,0.0,0.0,0.0,0.0,0.0,-2.0,-100.0
Desktop | Shopping | Top | Afternoon | Male,Male,Desktop,Top,Shopping,Afternoon,1,0,0,2.0,0,0.0,0.0,0.0,0.0,0.0,-2.0,-100.0
Desktop | News | Side | Unknown | Female,Female,Desktop,Side,News,Unknown,1,0,0,2.0,0,0.0,0.0,0.0,0.0,0.0,-2.0,-100.0
Tablet | News | Bottom | Night | Unknown,Unknown,Tablet,Bottom,News,Night,3,0,0,6.0,0,0.0,0.0,0.0,0.0,0.0,-6.0,-100.0
Desktop | Shopping | Side | Morning | Non-Binary,Non-Binary,Desktop,Side,Shopping,Morning,1,0,0,2.0,0,0.0,0.0,0.0,0.0,0.0,-2.0,-100.0
Desktop | Social Media | Bottom | Night | Male,Male,Desktop,Bottom,Social Media,Night,1,0,0,2.0,0,0.0,0.0,0.0,0.0,0.0,-2.0,-100.0
Desktop | Social Media | Bottom | Night | Non-Binary,Non-Binary,Desktop,Bottom,Social Media,Night,1,0,0,2.0,0,0.0,0.0,0.0,0.0,0.0,-2.0,-100.0
Desktop | Social Media | Bottom | Morning | Non-Binary,Non-Binary,Desktop,Bottom,Social Media,Morning,1,0,0,2.0,0,0.0,0.0,0.0,0.0,0.0,-2.0,-100.0
Desktop | Social Media | Bottom | Morning | Female,Female,Desktop,Bottom,Social Media,Morning,1,0,0,2.0,0,0.0,0.0,0.0,0.0,0.0,-2.0,-100.0
Desktop | News | Top | Afternoon | Non-Binary,Non-Binary,Desktop,Top,News,Afternoon,1,0,0,2.0,0,0.0,0.0,0.0,0.0,0.0,-2.0,-100.0
Desktop | News | Top | Afternoon | Female,Female,Desktop,Top,News,Afternoon,2,0,0,4.0,0,0.0,0.0,0.0,0.0,0.0,-4.0,-100.0
Desktop | News | Top | Unknown | Unknown,Unknown,Desktop,Top,News,Unknown,3,0,0,6.0,0,0.0,0.0,0.0,0.0,0.0,-6.0,-100.0
Desktop | News | Bottom | Unknown | Female,Female,Desktop,Bottom,News,Unknown,1,0,0,2.0,0,0.0,0.0,0.0,0.0,0.0,-2.0,-100.0
Desktop | News | Side | Night | Male,Male,Desktop,Side,News,Night,1,0,0,2.0,0,0.0,0.0,0.0,0.0,0.0,-2.0,-100.0
Desktop | News | Side | Night | Non-Binary,Non-Binary,Desktop,Side,News,Night,3,0,0,6.0,0,0.0,0.0,0.0,0.0,0.0,-6.0,-100.0
Desktop | News | Side | Evening | Male,Male,Desktop,Side,News,Evening,1,0,0,2.0,0,0.0,0.0,0.0,0.0,0.0,-2.0,-100.0
Desktop | News | Side | Afternoon | Male,Male,Desktop,Side,News,Afternoon,4,0,0,8.0,0,0.0,0.0,0.0,0.0,0.0,-8.0,-100.0
Desktop | News | Side | Afternoon | Non-Binary,Non-Binary,Desktop,Side,News,Afternoon,1,0,0,2.0,0,0.0,0.0,0.0,0.0,0.0,-2.0,-100.0
Desktop | Shopping | Side | Morning | Female,Female,Desktop,Side,Shopping,Morning,1,0,0,2.0,0,0.0,0.0,0.0,0.0,0.0,-2.0,-100.0
Mobile | Education | Unknown | Morning | Non-Binary,Non-Binary,Mobile,Unknown,Education,Morning,1,0,0,2.0,0,0.0,0.0,0.0,0.0,0.0,-2.0,-100.0
Mobile | Education | Bottom | Afternoon | Male,Male,Mobile,Bottom,Education,Afternoon,1,0,0,2.0,0,0.0,0.0,0.0,0.0,0.0,-2.0,-100.0
Mobile | Education | Bottom | Afternoon | Non-Binary,Non-Binary,Mobile,Bottom,Education,Afternoon,1,0,0,2.0,0,0.0,0.0,0.0,0.0,0.0,-2.0,-100.0
Mobile | Education | Bottom | Afternoon | Female,Female,Mobile,Bottom,Education,Afternoon,1,0,0,2.0,0,0.0,0.0,0.0,0.0,0.0,-2.0,-100.0
Mobile | Education | Bottom | Unknown | Female,Female,Mobile,Bottom,Education,Unknown,1,0,0,2.0,0,0.0,0.0,0.0,0.0,0.0,-2.0,-100.0
Mobile | Shopping | Unknown | Evening | Male,Male,Mobile,Unknown,Shopping,Evening,2,0,0,4.0,0,0.0,0.0,0.0,0.0,0.0,-4.0,-100.0
Tablet | News | Side | Morning | Female,Female,Tablet,Side,News,Morning,2,0,0,4.0,0,0.0,0.0,0.0,0.0,0.0,-4.0,-100.0
Mobile | Shopping | Unknown | Morning | Male,Male,Mobile,Unknown,Shopping,Morning,1,0,0,2.0,0,0.0,0.0,0.0,0.0,0.0,-2.0,-100.0
Mobile | Shopping | Unknown | Morning | Female,Female,Mobile,Unknown,Shopping,Morning,1,0,0,2.0,0,0.0,0.0,0.0,0.0,0.0,-2.0,-100.0
Mobile | Shopping | Bottom | Afternoon | Female,Female,Mobile,Bottom,Shopping,Afternoon,1,0,0,2.0,0,0.0,0.0,0.0,0.0,0.0,-2.0,-100.0
Tablet | News | Unknown | Afternoon | Unknown,Unknown,Tablet,Unknown,News,Afternoon,5,0,0,10.0,0,0.0,0.0,0.0,0.0,0.0,-10.0,-100.0
